618d86728fc3b606ac4f5da4,Vizgen,mouse_mfish_11092021,NA,/allen/programs/celltypes/workgroups/rnaseqanalysis/shiny/Cirro/mouse_mfish_11092021/correct_mapping_z.cpq,Mus musculus,2021-11-23T18:46:16.513Z,NA,NA,,,,,,
61e9ab94099b23c59f392c86,ForeBrain_STR-MSN_integrated_nbhd_76,20220120_mouse_ForeBrain_STR-MSN_SS_10Xv2_10Xv3_nbhd_76,NA,/allen/programs/celltypes/workgroups/rnaseqanalysis/shiny/Cirro/20220120_mouse_ForeBrain_STR-MSN_integrated_nbhd_76/processed.cpq.zarr,Mus musculus,2022-09-28T20:47:54.093Z,NA,NA,NA,NA,NA,NA,NA,AIT09.0_mouse
